"review_id","author","rating","text","timestamp_iso","timestamp_unix","thumbs_up","app_version","source_country","source_sort","avatar_url"
"6ef93dc5-4a76-4da9-842f-bad28b02cd99","Samantha B.","1","WHY DO YOU LIE IN ADS?! It's stupid!Please stop!?Panda Pop is a different version of Bust-a-Move. The aiming is inaccurate and can drive your stress level and blood pressure through the roof. Challenging is one thing, but when it becomes aggravating, it's time to uninstall it and move on. If progress relies on purchasing cheats, it's likely that way for a reason...","2026-05-19T03:36:11+00:00","1779161771","4","2.1","US","NEWEST","https://play-lh.googleusercontent.com/a-/ALV-UjUxq4rEo8B4z1RZx0w6KBkM3LZ--rHNgFT_Nib2uGH4AhIaiFs"
"e6ea35c4-5983-4059-8f4c-ea8a71065cbf","Bobbie jo Patterson","5","I enjoy this game don't like not being able to save all of the pandas every time","2026-05-18T22:12:25+00:00","1779142345","0","15.300.100","US","NEWEST","https://play-lh.googleusercontent.com/a/ACg8ocKptXLmKO9JqZTHYSo_aE6knKXS5ZKVOqvG8tSWkNK4kPfefA=mo"
"af298ab4-a082-4a7b-9a4e-63eb75ad2b17","Greg Murray","5","AWESOME and FUN!!","2026-05-18T22:03:12+00:00","1779141792","0","15.300.100","US","NEWEST","https://play-lh.googleusercontent.com/a/ACg8ocL6ywH63kzaoLsg2K3ZAl3zE8ltXae9ZWIQJGcx2wRnujO-Hg=mo"
"47766e9d-92e4-4500-b6ff-ee280d944426","Kathy Pritchett","5","Love playing this game. I hadn't played for a while, but I'm back and still loving it.","2026-05-18T21:52:21+00:00","1779141141","0","15.300.100","US","NEWEST","https://play-lh.googleusercontent.com/a/ACg8ocK7NjklQ4PWxipS_11_R7v29y_CYDwhi4zNOfpKE1Ci17sXHQ=mo"
"6850ce7c-1108-41d2-8c4e-629b7b0e81e5","Luke Apparicio","5","Best game ever,it's exciting, challenging,I'll continue on as long as this game is available for any and every age group at any time of the day","2026-05-18T21:49:14+00:00","1779140954","1","15.300.100","US","NEWEST","https://play-lh.googleusercontent.com/a-/ALV-UjUeJw_S6rCUwaxO7JMDrY-ELpSy8M54y1_56HAGFX_1PqxWjtA"
"188ef74c-505b-465f-8233-09a561a8ac24","Magdalena C Glessing","5","Better this time around I like it","2026-05-18T21:33:07+00:00","1779139987","0","15.300.100","US","NEWEST","https://play-lh.googleusercontent.com/a-/ALV-UjVDrEuRgdE4JvkeWc8dsssg14v6TL8BsKRfufIDYCZBPNsPBAE"
"81c938d3-7474-446f-b165-757303c48666","Darlene Barros-Vasquez","4","It would be nice if they would go back to allowing you to save your prizes and not use them right off the batt after watching videos and such.","2026-05-18T04:47:03+00:00","1779079623","3","15.300.100","US","NEWEST","https://play-lh.googleusercontent.com/a-/ALV-UjXfN___SZOtA1OOJk0jdwJ9gG2xl7KaS5ppBz64i5Jtb5ZGRpvMLw"
"97ced7f5-6325-40fd-b348-68cb9111abad","Saturn Nocturna","1","STOP WITH ALL THE POP UP WINDOWS. Takes me 10+ minutes to be able to play a level EVERY TIME I open the app, cause the amount of pop-up windows is so ridiculous. if people want to look, they will. they don't need to have races they don't care about, login rewards, etc. shoved in their face for minutes on end. I've played this game off and on for over 10 years, & this is the worst it's ever been. I shouldn't have to play w/o wifi or data just to not be bombarded with every single popup available","2026-05-18T01:24:27+00:00","1779067467","0","","US","NEWEST","https://play-lh.googleusercontent.com/a-/ALV-UjUM87AthKcG7OdBQ19rW6D8ZfxZUPnGvP7qH1hNAgYDd3VZk3Y"
"a3def56c-6c19-4911-8228-5f5e39e9f1ba","Elasha Perry","5","I have been playing this game since about 2015 and I still love it. I love the costumes and the little panda outfits ❤️💙","2026-05-17T22:05:15+00:00","1779055515","0","15.300.100","US","NEWEST","https://play-lh.googleusercontent.com/a-/ALV-UjWXKuVtb0nXQ2PejsQ8iRh9xBT4dGSTdauM3X5S8muXexOLQoFp"
"cc3646a1-587a-4653-ad5a-76fb723a51d0","Kaiden Naicker","5","this game is awesome download it for free","2026-05-16T23:14:20+00:00","1778973260","0","15.300.100","US","NEWEST","https://play-lh.googleusercontent.com/a-/ALV-UjXiKokNH6gTIs9LDs2kvTbMks_2n_YcKRU-YiYuwTqhIA7jP3_m"
"1f2bee22-f404-4f8d-a3bc-27a696cd6e9a","Savanna D.","5","very fun game, and amazing support, I had an issue, so I emailed them thinking I wouldn't get a response since this games really old, but they actually responded the next day and completely solved my problem (missing rewards) 10/10 service and 10/10 game, my daughter loves to watch me play","2026-05-16T23:07:35+00:00","1778972855","0","15.200.000","US","NEWEST","https://play-lh.googleusercontent.com/a-/ALV-UjUARo52kfm05t5Sfp4RiHY9WPAa2wtqbEtqVeYw8DpjAd9s0YpE"
"5ed02eec-af66-4b55-9ec5-2eb0fe96275d","Walter Glen Reece","5","I like this game it's fun to play it help passes time away like you are having to set some where for a long time, so thank you very much panda pop","2026-05-16T20:47:10+00:00","1778964430","1","15.300.100","US","NEWEST","https://play-lh.googleusercontent.com/a/ACg8ocKGGvvCFmi2PuyDucVANochbsaK5m-OSR37eMDXUUWyAXMJhw=mo"
